Tempo,G frontal,G vertical,G lateral,ID antena,RSSI,Fase,Frequencia,Atividade,Sexo,Quarto,Pessoa
59.25,0.88175,-0.17454,-0.17333,4,-68.5,4.3565,924.75,3,M,d1,p01
60.25,0.88175,-0.17454,-0.16192,3,-50.0,5.6788,921.25,3,M,d1,p01
60.5,1.0459,-0.20899,-0.11631,4,-69.0,3.8748,925.25,3,M,d1,p01
61.75,1.1983,-0.28938,-0.047893,4,-65.5,0.7992,922.25,3,M,d1,p01
62.25,0.94038,-0.17454,-0.15052,3,-50.5,4.7461,922.75,3,M,d1,p01
62.5,0.89348,-0.18603,-0.16192,3,-50.0,5.7125,921.25,3,M,d1,p01
62.6,0.89348,-0.18603,-0.16192,4,-65.5,1.8546,921.25,3,M,d1,p01
62.75,0.89348,-0.18603,-0.16192,4,-69.5,3.8856,925.25,3,M,d1,p01
63.0,0.8583,-0.18603,-0.16192,4,-65.5,5.4963,920.75,3,M,d1,p01
63.75,0.9052,-0.16306,-0.16192,3,-50.0,5.3597,921.75,3,M,d1,p01
63.825,0.96383,-0.16306,-0.15052,4,-66.0,5.8982,923.25,3,M,d1,p01
64.0,0.96383,-0.16306,-0.15052,4,-68.0,4.3381,924.75,3,M,d1,p01
64.25,0.96383,-0.16306,-0.15052,3,-50.5,5.0207,922.25,3,M,d1,p01
64.75,0.92865,-0.16306,-0.15052,3,-51.5,4.154,923.75,3,M,d1,p01
64.875,0.92865,-0.17454,-0.16192,3,-50.5,4.7385,922.75,3,M,d1,p01
65.0,0.92865,-0.17454,-0.16192,3,-50.5,4.7308,922.75,3,M,d1,p01
65.1,1.2101,-0.28938,-0.03649,3,-50.0,5.6849,921.25,3,M,d1,p01
65.25,1.2101,-0.28938,-0.03649,4,-65.0,1.8423,921.25,3,M,d1,p01
65.5,1.2101,-0.28938,-0.03649,3,-50.0,6.0408,920.75,3,M,d1,p01
65.6,0.89348,-0.17454,-0.17333,3,-50.0,6.0608,920.75,3,M,d1,p01
65.65,0.89348,-0.17454,-0.17333,4,-67.5,1.7441,924.25,3,M,d1,p01
65.75,0.89348,-0.17454,-0.17333,4,-66.0,6.0316,920.25,3,M,d1,p01
66.5,0.9052,-0.17454,-0.16192,4,-68.0,4.3442,924.75,3,M,d1,p01
66.75,0.9052,-0.17454,-0.16192,3,-50.5,5.01,922.25,3,M,d1,p01
67.5,0.91693,-0.18603,-0.17333,3,-50.0,5.7003,921.25,3,M,d1,p01
67.6,0.91693,-0.18603,-0.17333,4,-65.0,1.8392,921.25,3,M,d1,p01
67.75,0.91693,-0.18603,-0.17333,3,-50.5,6.0485,920.75,3,M,d1,p01
68.0,0.89348,-0.17454,-0.16192,4,-65.5,5.5162,920.75,3,M,d1,p01
68.525,0.91693,-0.17454,-0.15052,3,-50.0,0.12732,920.25,3,M,d1,p01
68.6,0.88175,-0.17454,-0.16192,3,-50.0,5.3567,921.75,3,M,d1,p01
68.65,0.88175,-0.17454,-0.16192,4,-65.0,1.3622,921.75,3,M,d1,p01
69.0,1.0107,-0.19751,-0.11631,4,-67.5,4.4363,924.75,3,M,d1,p01
69.25,1.0107,-0.19751,-0.11631,4,-65.5,0.80994,922.25,3,M,d1,p01
70.0,0.91693,-0.17454,-0.17333,3,-50.0,5.7141,921.25,3,M,d1,p01
70.1,0.91693,-0.17454,-0.17333,4,-70.0,3.8902,925.25,3,M,d1,p01
71.625,0.88175,-0.15158,-0.16192,3,-50.0,6.0638,920.75,3,M,d1,p01
71.725,0.88175,-0.15158,-0.16192,4,-67.0,1.7242,924.25,3,M,d1,p01
71.775,0.88175,-0.15158,-0.16192,4,-66.0,6.0454,920.25,3,M,d1,p01
71.825,1.128,-0.24344,-0.070699,3,-50.0,5.3674,921.75,3,M,d1,p01
71.85,1.128,-0.24344,-0.070699,3,-51.0,4.4424,923.25,3,M,d1,p01
72.25,0.9052,-0.17454,-0.16192,4,-66.0,0.23163,922.75,3,M,d1,p01
72.5,0.9052,-0.17454,-0.16192,3,-50.0,5.7125,921.25,3,M,d1,p01
72.6,0.9052,-0.17454,-0.16192,4,-65.5,1.8684,921.25,3,M,d1,p01
73.5,0.88175,-0.17454,-0.16192,4,-65.5,4.3995,921.75,3,M,d1,p01
73.75,0.88175,-0.17454,-0.16192,4,-66.5,5.892,923.25,3,M,d1,p01
74.0,0.88175,-0.17454,-0.16192,3,-49.0,5.9089,922.25,3,M,d1,p01
74.075,0.94038,0.1355,-0.32157,3,-49.5,0.26538,922.25,3,M,d1,p01
74.125,0.94038,0.1355,-0.32157,3,-49.5,0.42338,922.25,3,M,d1,p01
74.25,0.94038,0.1355,-0.32157,3,-57.0,6.251,925.75,3,M,d1,p01
76.0,0.7176,0.89339,0.043332,1,-59.0,5.734,923.25,1,M,d1,p01
76.5,0.7176,0.89339,0.043332,1,-63.0,4.605,922.25,1,M,d1,p01
77.25,0.7176,0.89339,0.043332,4,-57.0,0.48627,921.25,1,M,d1,p01
77.5,0.7176,0.89339,0.043332,4,-58.0,0.25924,925.25,1,M,d1,p01
77.75,0.7176,0.89339,0.043332,4,-57.5,0.10431,924.25,1,M,d1,p01
78.0,0.7176,0.89339,0.043332,1,-61.5,4.3228,920.25,1,M,d1,p01
79.0,0.42446,0.96229,-0.082102,1,-61.5,2.3378,922.25,1,M,d1,p01
80.0,0.23685,1.0082,-0.12771,1,-62.0,0.88204,920.75,1,M,d1,p01
80.75,0.23685,1.0082,-0.12771,1,-62.5,6.1911,921.75,1,M,d1,p01
81.0,0.23685,1.0082,-0.12771,4,-57.0,4.7262,924.75,1,M,d1,p01
81.5,0.23685,1.0082,-0.12771,1,-66.5,5.2447,925.75,1,M,d1,p01
82.25,0.29548,0.99674,-0.082102,4,-57.5,1.0385,925.25,1,M,d1,p01
82.75,0.29548,0.99674,-0.082102,1,-64.0,0.32674,924.25,1,M,d1,p01
83.25,0.29548,0.99674,-0.082102,1,-62.5,1.3744,923.25,1,M,d1,p01
84.5,0.33066,0.99674,-0.070699,4,-56.0,4.9425,921.25,1,M,d1,p01
84.75,0.33066,0.99674,-0.070699,1,-66.0,5.6389,925.25,1,M,d1,p01
85.25,0.33066,0.99674,-0.070699,4,-57.0,5.8997,920.25,1,M,d1,p01
86.5,0.55344,0.89339,0.0091224,4,-57.0,5.4533,923.75,1,M,d1,p01
87.0,0.55344,0.89339,0.0091224,4,-56.0,4.8811,921.25,1,M,d1,p01
87.75,0.37756,0.97377,-0.059296,4,-57.0,5.892,920.25,1,M,d1,p01
88.25,0.37756,0.97377,-0.059296,1,-63.0,1.3238,923.25,1,M,d1,p01
88.75,0.37756,0.97377,-0.059296,4,-58.5,0.46173,925.75,1,M,d1,p01
89.75,0.31893,0.97377,-0.082102,4,-57.5,0.90812,925.25,1,M,d1,p01
90.0,0.31893,0.97377,-0.082102,4,-57.0,1.85,924.25,1,M,d1,p01
90.25,0.31893,0.97377,-0.082102,1,-63.0,1.0922,920.25,1,M,d1,p01
90.75,0.31893,0.97377,-0.082102,1,-65.0,6.1175,924.75,1,M,d1,p01
92.0,0.30721,0.99674,-0.070699,4,-56.5,4.7799,921.25,1,M,d1,p01
92.5,0.30721,0.99674,-0.070699,4,-57.5,1.7518,924.25,1,M,d1,p01
93.5,0.33066,0.98526,-0.082102,1,-62.0,5.3981,922.25,1,M,d1,p01
94.25,0.33066,0.98526,-0.082102,1,-62.0,1.8362,922.75,1,M,d1,p01
94.75,0.33066,0.98526,-0.082102,4,-56.5,5.2938,920.75,1,M,d1,p01
95.0,0.33066,0.98526,-0.082102,4,-57.0,4.9456,924.25,1,M,d1,p01
95.25,0.33066,0.98526,-0.082102,4,-56.5,1.1183,921.75,1,M,d1,p01
96.0,0.28376,1.0082,-0.11631,1,-62.5,5.3643,922.25,1,M,d1,p01
96.5,0.28376,1.0082,-0.11631,4,-57.0,0.0061359,922.75,1,M,d1,p01
96.75,0.28376,1.0082,-0.11631,1,-62.5,0.026078,921.25,1,M,d1,p01
97.25,0.28376,1.0082,-0.11631,4,-57.0,4.8934,924.25,1,M,d1,p01
98.25,0.54171,0.90487,0.0091224,4,-57.0,4.5053,924.75,1,M,d1,p01
98.5,0.54171,0.90487,0.0091224,1,-62.0,2.2519,922.25,1,M,d1,p01
99.0,0.54171,0.90487,0.0091224,1,-62.5,0.03835,921.25,1,M,d1,p01
99.5,0.54171,0.90487,0.0091224,4,-56.5,5.1833,920.75,1,M,d1,p01
100.0,0.54171,0.90487,0.0091224,1,-63.0,4.0697,920.25,1,M,d1,p01
101.25,0.29548,0.99674,-0.10491,4,-56.5,5.3843,923.75,1,M,d1,p01
101.5,0.29548,0.99674,-0.10491,4,-56.5,4.786,921.25,1,M,d1,p01
102.0,0.29548,0.99674,-0.10491,1,-63.0,0.58445,920.75,1,M,d1,p01
102.5,0.29548,0.99674,-0.10491,4,-56.5,5.7187,920.25,1,M,d1,p01
103.25,0.41273,0.93932,-0.025087,1,-62.5,5.5776,922.25,1,M,d1,p01
104.0,0.41273,0.93932,-0.025087,1,-60.5,1.2026,922.75,4,M,d1,p01
106.75,0.22513,0.89339,-0.17333,1,-48.5,2.1046,920.75,4,M,d1,p01
107.25,0.60034,1.0082,-0.047893,1,-50.5,5.9411,920.25,4,M,d1,p01
111.5,0.2603,0.99674,-0.059296,2,-58.5,0.99402,925.25,4,M,d1,p01
116.0,0.83485,0.67521,-0.13912,2,-55.5,5.9841,921.25,2,M,d1,p01
116.5,0.83485,0.67521,-0.13912,2,-55.5,6.2709,920.75,2,M,d1,p01
118.0,0.88175,0.66373,-0.082102,2,-57.0,0.75625,925.75,2,M,d1,p01
120.5,0.88175,0.64076,-0.093505,2,-57.5,0.7041,925.75,2,M,d1,p01
126.5,0.84658,0.66373,-0.12771,2,-55.0,6.1375,920.75,2,M,d1,p01
127.0,0.84658,0.66373,-0.12771,2,-56.0,5.6481,921.75,2,M,d1,p01
128.5,1.0928,0.5489,-0.013684,2,-57.5,0.73631,925.25,2,M,d1,p01
130.25,0.83485,0.66373,-0.12771,2,-58.0,0.60899,925.75,2,M,d1,p01
131.25,1.0928,0.56038,-0.013684,2,-56.0,6.0562,920.75,2,M,d1,p01
132.75,0.78795,0.67521,-0.15052,2,-56.0,1.353,923.75,2,M,d1,p01
133.0,0.78795,0.67521,-0.15052,2,-55.5,4.9977,922.75,2,M,d1,p01
135.0,0.8583,0.65224,-0.10491,2,-57.5,0.46019,925.75,2,M,d1,p01
136.25,0.8583,0.66373,-0.10491,2,-57.0,4.3212,924.25,2,M,d1,p01
137.25,0.8583,0.66373,-0.10491,2,-57.0,1.0017,924.75,2,M,d1,p01
138.25,0.89348,0.62928,-0.093505,2,-55.0,5.7754,921.25,2,M,d1,p01
139.0,0.89348,0.62928,-0.093505,2,-55.5,0.03835,920.25,2,M,d1,p01
140.0,0.88175,0.64076,-0.093505,2,-58.0,0.53996,925.75,2,M,d1,p01
140.5,0.88175,0.64076,-0.093505,2,-56.0,1.9282,922.75,2,M,d1,p01
140.75,0.88175,0.64076,-0.093505,2,-58.0,0.76085,925.25,2,M,d1,p01
141.25,0.88175,0.64076,-0.093505,2,-57.0,1.1689,924.25,2,M,d1,p01
142.0,0.88175,0.64076,-0.093505,2,-57.5,0.90198,924.75,2,M,d1,p01
142.25,0.88175,0.64076,-0.093505,2,-58.0,0.4694,925.75,2,M,d1,p01
142.75,0.88175,0.64076,-0.093505,2,-56.0,4.9594,922.75,2,M,d1,p01
143.0,0.88175,0.64076,-0.093505,2,-56.0,5.7693,921.25,2,M,d1,p01
143.5,0.88175,0.64076,-0.093505,2,-57.0,1.172,924.25,2,M,d1,p01
145.0,0.8583,0.62928,-0.10491,2,-58.0,0.48627,925.75,2,M,d1,p01
146.0,0.9052,0.62928,-0.093505,2,-57.0,4.22,924.25,2,M,d1,p01
146.75,0.9052,0.62928,-0.093505,2,-57.5,0.90505,924.75,2,M,d1,p01
148.0,0.96383,0.60631,-0.047893,2,-58.0,0.69489,925.25,2,M,d1,p01
148.5,0.96383,0.60631,-0.047893,2,-56.5,1.1275,924.25,2,M,d1,p01
149.75,0.88175,0.64076,-0.082102,2,-56.5,1.3637,923.75,2,M,d1,p01
150.5,0.88175,0.64076,-0.082102,2,-58.0,0.7133,925.25,2,M,d1,p01
151.0,0.88175,0.64076,-0.082102,2,-56.5,0.03835,920.25,2,M,d1,p01
152.5,1.1163,0.5489,-0.013684,2,-56.0,4.9379,922.75,2,M,d1,p01
153.0,1.1163,0.5489,-0.013684,2,-58.0,0.65961,925.25,2,M,d1,p01
153.5,1.1163,0.5489,-0.013684,2,-56.5,0.0061359,920.25,2,M,d1,p01
155.28,0.84658,0.65224,-0.10491,2,-58.0,0.69489,925.25,2,M,d1,p01
156.0,0.84658,0.65224,-0.10491,2,-56.5,0.021476,920.25,2,M,d1,p01
157.25,0.88175,0.64076,-0.070699,2,-56.5,4.5329,923.75,2,M,d1,p01
157.5,0.88175,0.64076,-0.070699,2,-56.5,5.8307,921.25,2,M,d1,p01
158.0,0.88175,0.64076,-0.070699,2,-56.5,6.0914,920.75,2,M,d1,p01
158.75,0.88175,0.64076,-0.070699,2,-55.5,5.4809,921.75,2,M,d1,p01
